Taxa,Year,Quantity,Frequency,Kingdom,Phylum,Class,Order,Family,Genus,Species
Lobophyllia sp.,2016,12,8,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Lobophyllia,NA
Lobophyllia sp.,2017,64,8,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Lobophyllia,NA
Lobophytum sp.,2015,4,2,Animalia,Cnidaria,Anthozoa,Alcyonacea,Alcyoniidae,Lobophytum,NA
Loricaria simillima,2015,700,4,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria simillima
Loricaria simillima,2017,500,3,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria simillima
Loricaria simillima,2018,100,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria simillima
Loricaria simillima,2019,100,1,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Loricaria,Loricaria simillima
Lysmata amboinensis,2015,160,7,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata amboinensis
Lysmata amboinensis,2016,483,19,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata amboinensis
Lysmata amboinensis,2017,100,4,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata amboinensis
Lysmata amboinensis,2018,107,4,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata amboinensis
Lysmata amboinensis,2019,80,4,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata amboinensis
Lysmata debelius,2015,95,5,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata debelius
Lysmata debelius,2016,91,5,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata debelius
Lysmata debelius,2018,30,1,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata debelius
Lysmata debelius,2019,40,3,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata debelius
Lysmata grabhami,2017,80,2,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata grabhami
Lysmata wurdemanni,2015,39,2,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata wurdemanni
Lysmata wurdemanni,2016,103,2,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata wurdemanni
Lysmata wurdemanni,2017,113,4,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata wurdemanni
Lysmata wurdemanni,2019,85,3,Animalia,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lysmata,Lysmata wurdemanni
Macrodactyla doreensis,2015,2,1,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Macrodactyla,Macrodactyla doreensis
Macrodactyla doreensis,2016,66,11,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Macrodactyla,Macrodactyla doreensis
Macrognathus aculeatus,2016,75,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus aculeatus
Macrognathus circumcinctus,2018,90,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus circumcinctus
Macrognathus pancalus,2019,50,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus pancalus
Macrognathus siamensis,2015,50,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus siamensis
Macrognathus siamensis,2019,60,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus siamensis
Macrognathus zebrinus,2015,70,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus zebrinus
Macrognathus zebrinus,2016,75,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus zebrinus
Macrognathus zebrinus,2018,129,3,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Macrognathus,Macrognathus zebrinus
Macropharyngodon meleagris,2016,4,3,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,Macropharyngodon meleagris
Macropharyngodon meleagris,2019,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,Macropharyngodon meleagris
Macropharyngodon negrosensis,2015,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,Macropharyngodon negrosensis
Macropharyngodon negrosensis,2019,1,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,Macropharyngodon negrosensis
Macropharyngodon ornatus,2015,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,Macropharyngodon ornatus
Macropharyngodon ornatus,2017,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,Macropharyngodon ornatus
Macropharyngodon ornatus,2018,8,2,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Macropharyngodon,Macropharyngodon ornatus
Macrotocinclus affinis,2015,4220,15,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Macrotocinclus,Macrotocinclus affinis
Macrotocinclus affinis,2016,3480,17,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Macrotocinclus,Macrotocinclus affinis
Macrotocinclus affinis,2017,5130,20,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Macrotocinclus,Macrotocinclus affinis
Macrotocinclus affinis,2018,5315,32,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Macrotocinclus,Macrotocinclus affinis
Macrotocinclus affinis,2019,2489,22,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Macrotocinclus,Macrotocinclus affinis
Manonichthys splendens,2016,2,1,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Manonichthys,Manonichthys splendens
Manonichthys splendens,2017,3,1,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Manonichthys,Manonichthys splendens
Manonichthys splendens,2019,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae,Manonichthys,Manonichthys splendens
Mastacembelus armatus,2015,40,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus armatus
Mastacembelus armatus,2017,49,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus armatus
Mastacembelus armatus,2018,70,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus armatus
Mastacembelus armatus,2019,95,2,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus armatus
Mastacembelus erythrotaenia,2015,45,2,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus erythrotaenia
Mastacembelus erythrotaenia,2016,14,3,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus erythrotaenia
Mastacembelus erythrotaenia,2017,49,1,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus erythrotaenia
Mastacembelus erythrotaenia,2018,93,4,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus erythrotaenia
Mastacembelus erythrotaenia,2019,116,5,Animalia,Chordata,Actinopterygii,Synbranchiformes,Mastacembelidae,Mastacembelus,Mastacembelus erythrotaenia
Maylandia callainos,2018,370,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia callainos
Maylandia callainos,2019,200,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia callainos
Maylandia estherae,2016,9,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia estherae
Maylandia estherae,2017,40,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia estherae
Maylandia estherae,2019,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia estherae
Maylandia lombardoi,2015,40,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia lombardoi
Maylandia lombardoi,2016,20,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia lombardoi
Maylandia lombardoi,2017,156,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia lombardoi
Maylandia zebra,2015,40,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia zebra
Maylandia zebra,2016,70,3,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia zebra
Maylandia zebra,2017,105,18,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Maylandia,Maylandia zebra
Megalechis thoracata,2018,340,3,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Megalechis,Megalechis thoracata
Megalechis thoracata,2019,360,3,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Megalechis,Megalechis thoracata
Meiacanthus atrodorsalis,2015,25,8,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus atrodorsalis
Meiacanthus atrodorsalis,2016,5,2,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus atrodorsalis
Meiacanthus grammistes,2015,6,3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus grammistes
Meiacanthus grammistes,2016,9,3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus grammistes
Meiacanthus oualanensis,2015,15,1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus oualanensis
Meiacanthus oualanensis,2019,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus oualanensis
Meiacanthus smithi,2015,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus smithi
Meiacanthus smithi,2016,18,3,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Meiacanthus,Meiacanthus smithi
Melanochromis auratus,2017,185,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Melanochromis,Melanochromis auratus
Melanochromis auratus,2018,200,2,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Melanochromis,Melanochromis auratus
Melanotaenia boesemani,2015,480,4,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia boesemani
Melanotaenia boesemani,2016,1075,12,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia boesemani
Melanotaenia boesemani,2017,1939,13,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia boesemani
Melanotaenia boesemani,2018,1960,18,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia boesemani
Melanotaenia boesemani,2019,500,5,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia boesemani
Melanotaenia herbertaxelrodi,2016,30,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia herbertaxelrodi
Melanotaenia herbertaxelrodi,2018,120,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia herbertaxelrodi
Melanotaenia lacustris,2015,240,3,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia lacustris
Melanotaenia lacustris,2016,750,8,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia lacustris
Melanotaenia lacustris,2017,830,7,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia lacustris
Melanotaenia lacustris,2018,1000,11,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia lacustris
Melanotaenia lacustris,2019,630,6,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia lacustris
Melanotaenia maccullochi,2016,390,5,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia maccullochi
Melanotaenia maccullochi,2017,80,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia maccullochi
Melanotaenia praecox,2015,660,3,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia praecox
Melanotaenia praecox,2016,1560,11,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia praecox
Melanotaenia praecox,2017,1080,5,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia praecox
Melanotaenia praecox,2018,3685,15,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia praecox
Melanotaenia praecox,2019,800,4,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia praecox
Melanotaenia trifasciata,2015,120,1,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia trifasciata
Melanotaenia trifasciata,2016,140,2,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia trifasciata
Melanotaenia trifasciata,2017,260,3,Animalia,Chordata,Actinopterygii,Atheriniformes,Melanotaeniidae,Melanotaenia,Melanotaenia trifasciata
Melichthys vidua,2015,3,3,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Melichthys,Melichthys vidua
Melichthys vidua,2016,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Melichthys,Melichthys vidua
Melichthys vidua,2017,1,1,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Melichthys,Melichthys vidua
Merulina ampliata,2015,1,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Merulina,Merulina ampliata
Merulina ampliata,2017,10,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Merulina,Merulina ampliata
Mesoheros festae,2017,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mesoheros,Mesoheros festae
Mesonauta festivus,2016,20,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mesonauta,Mesonauta festivus
Metynnis hypsauchen,2015,120,1,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,Metynnis hypsauchen
Metynnis hypsauchen,2016,55,3,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,Metynnis hypsauchen
Metynnis hypsauchen,2017,97,2,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,Metynnis hypsauchen
Metynnis hypsauchen,2018,400,4,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,Metynnis hypsauchen
Metynnis hypsauchen,2019,315,4,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,Metynnis hypsauchen
Metynnis maculatus,2018,76,2,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,Metynnis maculatus
Metynnis maculatus,2019,300,3,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Metynnis,Metynnis maculatus
Micromussa lordhowensis,2019,26,7,Animalia,Cnidaria,Anthozoa,Scleractinia,Lobophylliidae,Micromussa,Micromussa lordhowensis
Mikrogeophagus altispinosus,2015,1020,11,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus altispinosus
Mikrogeophagus altispinosus,2016,1140,10,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus altispinosus
Mikrogeophagus altispinosus,2017,1440,12,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus altispinosus
Mikrogeophagus altispinosus,2018,1750,15,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus altispinosus
Mikrogeophagus altispinosus,2019,975,14,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus altispinosus
Mikrogeophagus ramirezi,2015,4340,60,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus ramirezi
Mikrogeophagus ramirezi,2016,3290,50,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus ramirezi
Mikrogeophagus ramirezi,2017,5030,36,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus ramirezi
Mikrogeophagus ramirezi,2018,3755,51,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus ramirezi
Mikrogeophagus ramirezi,2019,1585,20,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Mikrogeophagus,Mikrogeophagus ramirezi
Millepora dichotoma,2015,2,2,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Milleporidae,Millepora,Millepora dichotoma
Moenkhausia pittieri,2016,150,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia pittieri
Moenkhausia pittieri,2018,250,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia pittieri
Moenkhausia sanctaefilomenae,2015,490,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia sanctaefilomenae
Moenkhausia sanctaefilomenae,2016,1370,6,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia sanctaefilomenae
Moenkhausia sanctaefilomenae,2017,1400,3,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia sanctaefilomenae
Moenkhausia sanctaefilomenae,2018,225,1,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia sanctaefilomenae
Moenkhausia sanctaefilomenae,2019,450,2,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Moenkhausia,Moenkhausia sanctaefilomenae
Monocirrhus polyacanthus,2016,40,1,Animalia,Chordata,Actinopterygii,Perciformes,Polycentridae,Monocirrhus,Monocirrhus polyacanthus
Monodactylus argenteus,2015,18,2,Animalia,Chordata,Actinopterygii,Perciformes,Monodactylidae,Monodactylus,Monodactylus argenteus
Monodactylus argenteus,2019,75,2,Animalia,Chordata,Actinopterygii,Perciformes,Monodactylidae,Monodactylus,Monodactylus argenteus
Montipora capricornis,2016,4,4,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora capricornis
Montipora capricornis,2017,4,2,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora capricornis
Montipora danae,2018,7,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora danae
Montipora digitata,2016,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora digitata
Montipora sp.,2015,9,9,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA
Montipora sp.,2016,30,10,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA
Montipora sp.,2017,48,13,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,NA
Mycedium elephantotus,2016,4,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Mycedium,Mycedium elephantotus
Mycedium sp.,2016,2,1,Animalia,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Mycedium,NA
Nannacara anomala,2016,40,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Nannacara,Nannacara anomala
Nannacara anomala,2018,100,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Nannacara,Nannacara anomala
Nannacara aureocephalus,2016,40,1,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Nannacara,Nannacara aureocephalus
Nannostomus beckfordi,2018,375,2,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Nannostomus,Nannostomus beckfordi
Nannostomus beckfordi,2019,275,1,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Nannostomus,Nannostomus beckfordi
Nannostomus eques,2018,150,1,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Nannostomus,Nannostomus eques
Nannostomus eques,2019,460,2,Animalia,Chordata,Actinopterygii,Characiformes,Lebiasinidae,Nannostomus,Nannostomus eques
Naso brevirostris,2015,12,3,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso brevirostris
Naso brevirostris,2016,8,3,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso brevirostris
Naso brevirostris,2017,5,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso brevirostris
Naso brevirostris,2018,7,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso brevirostris
Naso brevirostris,2019,8,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso brevirostris
Naso elegans,2016,3,3,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso elegans
Naso lituratus,2015,26,10,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso lituratus
Naso lituratus,2016,37,13,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso lituratus
Naso lituratus,2017,36,9,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso lituratus
Naso lituratus,2018,16,5,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso lituratus
Naso lituratus,2019,36,9,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso lituratus
Naso unicornis,2015,8,4,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso unicornis
Naso unicornis,2016,8,2,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso unicornis
Naso unicornis,2017,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso unicornis
Naso unicornis,2018,6,1,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso unicornis
Naso unicornis,2019,8,2,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso unicornis
Naso vlamingii,2016,3,2,Animalia,Chordata,Actinopterygii,Perciformes,Acanthuridae,Naso,Naso vlamingii
